-6.288297,0.301868,0.998369,4.931365,0.010000,0.009359,0.000000
-5.573567,0.274504,0.998589,4.865769,0.024374,0.022114,0.138799
-4.971969,0.188463,0.999032,4.884411,0.034797,0.045883,0.267574
-4.300679,0.164812,0.999895,4.908741,0.014645,0.062553,0.400016
-3.616837,0.172427,0.999537,4.931932,0.030123,0.077901,0.535218
-2.983023,0.218203,0.996466,4.945215,0.012207,0.048978,0.663934
-2.325689,0.324271,0.992300,4.874991,0.018555,0.053811,0.800004
-1.711820,0.479111,0.985928,4.807144,0.018309,0.050691,0.931466
-1.094681,0.722265,0.978221,4.655414,0.028031,0.034213,1.060391
-0.552264,0.948755,0.970715,4.172381,-1.651393,-0.007282,1.198980
-0.087853,1.178124,0.971223,3.927781,-0.361634,-0.064206,1.327808
0.263251,1.305779,0.976544,3.795874,-1.080605,-0.106914,1.456535
0.791154,1.546712,0.989747,3.691187,0.021161,-0.103828,1.595326
1.246276,1.653172,0.997800,3.705048,0.028085,-0.034516,1.724109
1.708385,1.691929,0.999756,3.725599,0.012533,0.002007,1.852900
2.220013,1.709872,0.999856,3.779676,0.095483,0.107586,1.991633
2.658498,1.699081,0.997048,3.836854,0.084006,0.204677,2.120422
3.106815,1.777942,0.979890,3.883992,0.005160,0.263360,2.250000
3.580707,2.046050,0.928859,3.902192,0.020716,0.288851,2.388011
3.825004,2.341404,0.840477,3.824353,0.004949,0.210015,2.516762
4.005049,2.810535,0.739868,3.580877,0.008583,0.226959,2.650014
3.987131,3.266359,0.622718,3.508808,0.015802,0.312492,2.784290
3.839917,3.690832,0.484459,3.517428,0.008976,0.362636,2.913129
3.553051,4.078255,0.287600,3.518560,0.001167,0.358913,3.050044
3.190771,4.288609,0.041499,3.108897,0.016012,0.166465,3.180626
2.762184,4.262051,-0.076995,3.125980,0.041288,0.010072,3.309435
2.302536,4.160947,-0.092862,3.157286,0.137964,-0.063671,3.448191
1.839743,4.048895,-0.051982,3.261740,0.280848,0.011338,3.577022
1.429436,4.027465,-0.039100,3.417368,0.120213,0.047168,3.705816
0.987660,4.022419,-0.068130,3.609343,0.242811,0.164066,3.844563
0.464987,3.866252,-0.158737,3.763218,0.224477,0.156931,3.973254
-0.033328,3.643595,-0.254182,3.887822,0.034153,0.068230,4.102058
-0.522219,3.344781,-0.306334,3.961453,0.078840,0.023366,4.240988
-0.929358,3.055842,-0.320238,3.894057,0.013976,0.035904,4.369566
-1.306577,2.768125,-0.331242,3.648951,0.000471,-0.044219,4.500049
-1.608164,2.555621,-0.304742,3.323265,0.011463,-0.119390,4.637194
-1.933631,2.361101,-0.234631,3.079576,0.008767,-0.171683,4.766009
-2.271190,2.248659,-0.139995,3.084632,0.003449,-0.136344,4.900077
-2.668301,2.157419,-0.050232,2.921019,0.001976,-0.255979,5.033494
-3.062755,2.132790,0.078749,2.764295,0.016434,-0.271595,5.162254
-3.419840,2.246816,0.228328,2.686410,0.001103,-0.284802,5.300074
-3.654370,2.493280,0.363715,2.606595,0.018183,-0.272935,5.429787
-3.845085,2.774199,0.480473,2.616717,0.011807,-0.232435,5.558647
-3.935061,3.152342,0.575924,2.551461,0.022548,-0.127360,5.697357
-3.951367,3.539898,0.623099,2.567520,0.022345,0.085931,5.826148
-4.034916,3.856898,0.609356,2.575536,0.001967,0.222017,5.954888
-4.184390,4.164720,0.525352,2.330330,-1.031672,0.273143,6.093676
-4.426422,4.341669,0.420297,2.348227,0.024196,0.222307,6.222444
-4.641687,4.535843,0.327059,2.193450,0.001746,0.237799,6.351218
-4.905218,4.679242,0.225830,2.118692,0.012130,0.319758,6.490068
-5.145608,4.772940,0.101786,2.125493,0.009221,0.367297,6.618851
-5.368839,4.822091,-0.044026,2.130684,0.001682,0.352306,6.749990
-5.672864,4.700999,-0.197028,2.148752,0.031577,0.378541,6.886330
-5.915859,4.520707,-0.340012,2.173278,0.040919,0.234146,7.015128
-6.146598,4.255830,-0.440863,2.204091,0.039375,0.032929,7.149973
-6.241571,4.070335,-0.484294,2.241054,0.048790,-0.069479,7.282693
-6.362032,3.871545,-0.461820,2.269058,0.056478,-0.108048,7.411477
-6.572930,3.612685,-0.411263,2.375311,0.129485,-0.231993,7.549985
-6.775322,3.444001,-0.316484,2.518949,0.293882,-0.154040,7.679140
-7.122991,3.211582,-0.241096,2.698206,0.330037,-0.096094,7.807770
-7.440918,3.092814,-0.184200,3.008313,0.506066,-0.082256,7.946660
-7.868553,2.920656,-0.139002,3.310250,0.500191,-0.088706,8.075373
-8.299270,2.816109,-0.091433,3.593454,0.163152,-0.097897,8.204134
-8.845942,2.709638,-0.029118,3.834529,0.298681,-0.142860,8.342902
-9.296733,2.758067,0.051466,3.999593,0.217052,-0.150902,8.471607
-9.802302,2.849024,0.147588,4.119597,0.005998,-0.141030,8.600402
-10.346058,3.045585,0.256932,4.216753,0.141443,-0.104128,8.739221
-10.839257,3.305995,0.339539,4.333806,0.231031,-0.053891,8.867961
-11.275450,3.688620,0.378856,4.489842,0.072813,0.014194,9.000003
-11.628740,4.207886,0.383734,4.617846,0.164018,0.124832,9.135560
-12.116444,4.566129,0.314317,4.680218,0.039106,0.157697,9.264297
-12.601279,4.955079,0.175123,4.619497,0.018237,0.141414,9.399995
-13.226349,5.096104,0.053519,4.543080,0.002501,0.115396,9.531866
-13.819875,5.148315,-0.029383,4.554219,0.023363,0.113571,9.660628
-14.396887,5.156636,-0.113867,4.610333,0.122398,0.126747,9.799382
-14.987783,4.998141,-0.203134,4.682686,0.116140,0.144609,9.928156
-15.574527,4.704876,-0.308435,4.752344,0.075229,0.155956,10.056952
-16.107060,4.287853,-0.431204,4.815951,0.077628,0.153035,10.195738
-16.498807,3.793593,-0.533030,4.845880,0.020080,0.144909,10.324515
-16.768069,3.225463,-0.623997,4.853917,0.001930,0.142363,10.453298
-16.874098,2.601774,-0.709507,4.865781,0.023326,0.125525,10.592121
-16.883079,1.958095,-0.779534,4.896042,0.045664,0.187268,10.720816
-16.678495,1.400431,-0.854852,4.918673,0.001206,0.217932,10.849983
-16.323293,0.843100,-0.935391,4.839660,0.002884,0.214183,10.988395
-15.797477,0.491848,-0.977466,4.856571,0.060681,0.138690,11.117194
-15.239191,0.194898,-0.995722,4.891504,0.019386,0.109873,11.249986
-14.587671,0.082768,-0.999896,4.829681,0.021181,0.070369,11.384822
-14.003328,0.055524,-0.996874,4.763074,0.028785,0.029434,11.513457
-13.325428,0.179428,-0.994005,4.784469,0.038934,-0.039833,11.650060
-12.629100,0.374162,-0.996459,4.816751,0.056631,-0.067339,11.781114
-12.006887,0.472123,-0.999346,4.853326,0.055708,-0.053154,11.909776
-11.364579,0.480059,-0.999880,4.890017,0.047822,-0.016587,12.048557
-10.691545,0.510503,-0.999465,4.916135,0.034745,0.001542,12.177358
-10.037014,0.495163,-0.999265,4.935826,0.017126,0.012897,12.306144
-9.302692,0.498589,-0.999537,4.952503,0.020800,0.015091,12.444881
-8.670264,0.456260,-0.999715,4.874629,-1.034823,-0.000928,12.573695
-8.055605,0.412433,-0.999776,4.881760,0.002182,-0.000979,12.702455
-7.363113,0.398543,-0.999852,4.897129,0.029611,-0.001967,12.841304
-6.737560,0.421716,-0.999906,4.918087,0.000000,-0.042065,12.960083
