-6.711898,0.461857,0.997985,4.919527,0.035623,-0.026135,12.770077
-6.104503,0.355264,0.996961,4.851177,0.004334,0.017918,12.900012
-5.437728,0.266454,0.997665,4.869151,0.023086,0.032345,13.037231
-4.819505,0.183540,0.998952,4.887609,0.033745,0.058858,13.165790
-4.171648,0.126706,1.000000,4.913972,0.021745,0.067109,13.300086
-3.549650,0.099257,0.998938,4.935212,0.023856,0.064985,13.432902
-2.903725,0.176507,0.995080,4.947011,0.011468,0.061156,13.561514
-2.248540,0.306330,0.987460,4.877346,0.024201,0.045482,13.699993
-1.665163,0.491571,0.979373,4.807183,0.018470,0.019829,13.828646
-1.126713,0.705574,0.973970,4.597312,-1.175160,-0.003968,13.957127
-0.557059,0.986986,0.971860,4.164972,-0.699534,-0.020920,14.095785
-0.102693,1.202622,0.975866,3.926952,0.009565,-0.062054,14.224319
0.328472,1.377692,0.984116,3.764995,0.002706,-0.097512,14.352922
0.836391,1.556876,0.993577,3.690033,0.021505,-0.088568,14.491435
1.361169,1.700397,0.999127,3.705101,0.028223,-0.032741,14.620087
1.827255,1.715215,0.999997,3.729747,0.005983,0.011443,14.750114
2.360455,1.743863,0.999940,3.784228,0.094025,0.142357,14.887164
2.806876,1.740169,0.996129,3.842147,0.081923,0.228299,15.015687
3.296350,1.872831,0.970888,3.876712,0.017896,0.277538,15.149999
3.743146,2.176482,0.909836,3.810617,-1.181049,0.280041,15.282957
4.021859,2.585145,0.801830,3.816718,0.008353,0.323021,15.411472
4.116430,3.086185,0.651294,3.581061,0.018960,0.270727,15.549982
4.013520,3.529193,0.515213,3.508463,0.016017,0.314192,15.678714
3.753334,3.894365,0.344296,3.514619,0.002247,0.279528,15.807228
3.372017,4.178955,0.149535,3.303637,-1.645899,0.196598,15.945785
2.942409,4.210535,-0.028971,3.111475,0.014752,0.065475,16.074280
2.476630,4.111617,-0.071485,3.135864,0.011192,-0.098529,16.202875
2.053003,4.081168,-0.035187,3.229957,0.133190,-0.052721,16.341519
1.608320,4.039009,-0.005834,3.355189,0.239523,0.064399,16.470016
1.122603,3.980083,-0.039888,3.530944,0.039614,0.133410,16.599995
0.623580,3.899810,-0.120175,3.709357,0.251499,0.149418,16.737296
0.186256,3.783886,-0.206520,3.847209,0.187757,0.091318,16.865762
-0.305154,3.522935,-0.286846,3.946305,0.047614,0.040047,17.000004
-0.712224,3.261520,-0.318527,3.908986,-1.160062,0.039272,17.132852
