-5.502293236551931699e+00,2.276929282275581556e-01,-1.397919813259715371e-01,4.921564860465811542e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.757715054793715759e-02,-7.180121440015191370e-02,4.921564860465811542e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.989979875027870548e+00,2.028936958467113527e-01,-8.380600329828449824e-02,4.964514605507764244e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.301613286166684258e-02,9.324564453304368464e-03,4.964514605507764244e+00,5.119559145005900813e-01,1.031230553602587030e-01
-4.477666513503809398e+00,1.780944634658645498e-01,-1.973535010174415349e-03,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.159289486316122636e-02,7.670675047252557832e-02,5.000000000000000000e+00,1.023911829001180163e+00,2.055142382603767359e-01
-3.963751637891957280e+00,1.927757397397300565e-01,6.517284476921113290e-02,4.999999969334976591e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.045934997982015877e-02,9.169055472892008452e-02,4.999999969334976591e+00,1.535867743501770244e+00,3.079054217884603650e-01
-3.453477173169788639e+00,2.384983864098053630e-01,1.174076204005183449e-01,4.989486880794203216e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.664042907627909323e-02,9.345300027467214055e-02,4.989486880794203216e+00,2.047823658002360325e+00,4.105123484588636407e-01
-2.972726046659257548e+00,3.083500737842701511e-01,1.666015498392110494e-01,4.973044973669572322e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.043957565241712127e-01,9.855130156285843435e-02,4.973044973669572322e+00,2.559779572502950629e+00,5.134585146832205682e-01
-2.474791902214282580e+00,4.042241473473442426e-01,2.196360872683086607e-01,4.932974857379062605e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.526819969167513835e-01,9.669839105046006134e-02,4.932974857379062605e+00,3.071735487003540488e+00,6.172409034652702742e-01
-1.964989216716678699e+00,5.285361593631101584e-01,2.708624348048697117e-01,4.849090802259171440e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.935322455661648011e-01,7.046821355825254318e-02,4.849090802259171440e+00,3.583691401504130347e+00,7.228186159432613556e-01
-1.493521706169644414e+00,6.683000076080252150e-01,3.164167252349818771e-01,4.718015463203548698e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.142762862390027168e-01,1.623090046731703526e-02,4.718015463203548698e+00,4.095647316004720651e+00,8.313294757514593236e-01
-1.041374721747224896e+00,8.252644838024776330e-01,3.690225084718438131e-01,4.514583462589974339e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.960315163837153818e-01,-9.516842690519956849e-02,4.514583462589974339e+00,4.607603230505310954e+00,9.447299519510700128e-01
-6.058490594078127511e-01,9.939721402261123551e-01,3.600416424148380479e-01,4.224655490022332316e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.144884007528494535e-01,-2.789204428413638581e-01,4.224655490022332316e+00,5.119559145005901257e+00,1.065912830817693058e+00
-1.087331033290226401e-01,1.226695360265495083e+00,3.025506528235360482e-01,3.948755707167381335e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.621504238049236074e-02,-4.228457940723894803e-01,3.948755707167381335e+00,5.631515059506490672e+00,1.195562764231233643e+00
3.806331433706744427e-01,1.425840098587016769e+00,2.006468594555069762e-01,3.786626508172841188e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.903416177857848446e-01,-4.536821179858360198e-01,3.786626508172841188e+00,6.143470974007080976e+00,1.330763823378633859e+00
8.468357315328012280e-01,1.539181591090104106e+00,7.329491358303857895e-02,3.739479864121864949e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.422723176966563363e-01,-3.762813057332453082e-01,3.739479864121864949e+00,6.655426888507671279e+00,1.467669471517699886e+00
1.287984994281121676e+00,1.581796889941914586e+00,3.059015256579422637e-02,3.768875530231508453e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.518173027200870218e-01,-2.133826575352911481e-01,3.768875530231508453e+00,7.167382803008260694e+00,1.603507312378722460e+00
1.706309227812530471e+00,1.595229611519362711e+00,2.945179685311084816e-03,3.825169432912821854e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,-4.011620274670079506e-02,3.825169432912821854e+00,7.679338717508850998e+00,1.737346067361855706e+00
2.146467591142535269e+00,1.631379848322785264e+00,2.108890673597932641e-01,3.999071160009226134e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.553895068809826752e-01,2.664867228254885201e-01,3.999071160009226134e+00,8.191294632009441301e+00,1.865364773210393068e+00
2.726722238286978239e+00,1.741098979658295409e+00,3.980951343757623273e-01,4.029231275712445992e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.352305347006642178e-01,3.416376635947500628e-01,4.029231275712445992e+00,8.703250546510030716e+00,1.992425217118534153e+00
3.275939311780297736e+00,1.975444556518008765e+00,6.548069315818001446e-01,3.949282120054483869e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.051734785670550898e-01,3.213154212939094978e-01,3.949282120054483869e+00,9.215206461010621908e+00,2.122057869063270097e+00
3.710257509893094774e+00,2.362805645786281161e+00,1.036455265754705035e+00,3.835694668075310343e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.201823408068332544e-02,2.656559142047722477e-01,3.835694668075310343e+00,9.727162375511211323e+00,2.255529367397489882e+00
3.913263664646423834e+00,2.862829499330491689e+00,1.431356844486308733e+00,3.624730628077276862e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.447546804044952937e-02,9.295585280582302490e-02,3.624730628077276862e+00,1.023911829001180251e+01,2.396769080642652039e+00
3.909800553130842182e+00,3.378310320107977383e+00,1.755643142563016346e+00,3.544775555031717929e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.477297535376464431e-03,6.504171732820808807e-03,3.544775555031717929e+00,1.075107420451239193e+01,2.541194561622366344e+00
3.702180779496736740e+00,3.827358721637737382e+00,2.338108453734046854e+00,3.521831953027921625e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.306934540112754915e-02,-4.350486406417926333e-02,3.521831953027921625e+00,1.126303011901298134e+01,2.686560928140913962e+00
3.188647945722254295e+00,4.048723912420179261e+00,2.796219661124780043e+00,3.145287235566347039e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.156786950108203316e-02,-4.131392710499684484e-01,3.145287235566347039e+00,1.177498603351357254e+01,2.849330136851484063e+00
2.651932343741357556e+00,4.098934596812540576e+00,2.938932160895391554e+00,3.226100998888336235e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.157979602662571661e-01,-3.859465763071182054e-01,3.226100998888336235e+00,1.228694194801416195e+01,3.008021980249133698e+00
2.156969220928929953e+00,4.124133729541299864e+00,3.036844957635845610e+00,3.531251789165168020e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.109174302139657287e-01,-1.857625645014676086e-01,3.531251789165168020e+00,1.279889786251475137e+01,3.153000572846639038e+00
