2.176651958610154480e+00,-3.301178664427271592e+00,4.565874282628993974e+00,7.789741197191532573e-02,1.223690061511075955e+00,1.509401353952889879e+00,-2.244213088943955159e-01,0.000000000000000000e+00
2.279563588606921876e+00,-3.323782799215936556e+00,4.695116242172998611e+00,2.186623677021705750e-02,1.212785575006302796e+00,1.505970684663022974e+00,-2.162126865429198908e-01,0.000000000000000000e+00
2.382092464943399435e+00,-3.346079405727982792e+00,4.820393829691293597e+00,-1.635056299295281970e-02,1.202705867028129871e+00,1.498179839848571726e+00,-2.141325837507028207e-01,0.000000000000000000e+00
2.483755843119254791e+00,-3.368530374140950467e+00,4.941602791218845603e+00,-1.837262823353164390e-02,1.198897737303806776e+00,1.487715745836006187e+00,-2.173478953092273236e-01,0.000000000000000000e+00
2.584493152814281824e+00,-3.391045410401391180e+00,5.058903155991671952e+00,7.078980915362186564e-03,1.197819710727539455e+00,1.475797367319016562e+00,-2.198886033476725455e-01,0.000000000000000000e+00
2.684420389780113325e+00,-3.413303280229781578e+00,5.172596426658057744e+00,4.002199664540299906e-02,1.199906741422504197e+00,1.463395786206624249e+00,-2.191630382762892182e-01,0.000000000000000000e+00
2.783654144758143989e+00,-3.434981971127616607e+00,5.282970291408842556e+00,7.422520201382530602e-02,1.206554903846885241e+00,1.450671628040938632e+00,-2.150817416733611098e-01,0.000000000000000000e+00
2.882311008489766291e+00,-3.455759470596390326e+00,5.390280220294679125e+00,1.095572406271115296e-01,1.213017774792286341e+00,1.437786575617655771e+00,-2.075703149571405948e-01,0.000000000000000000e+00
2.980507571716372706e+00,-3.475313766137595906e+00,5.494764310945111419e+00,1.458533527348394865e-01,1.222198899311694120e+00,1.424903116161809979e+00,-1.965629359081020044e-01,0.000000000000000000e+00
3.078360425179358817e+00,-3.493322845252727848e+00,5.596649890688997431e+00,1.828712014979922140e-01,1.233763986699631277e+00,1.411142208914791141e+00,-1.820057477430161164e-01,0.000000000000000000e+00
3.175986159620113547e+00,-3.509464695443280213e+00,5.572935151525681086e+00,2.202672735526168546e-01,1.243732065136835985e+00,1.397343097015679936e+00,-1.638616900626382322e-01,0.000000000000000000e+00
3.273501365780031591e+00,-3.523417304210746170e+00,5.454933299238049038e+00,2.575754913922809197e-01,1.254469797628517291e+00,1.384127349434747467e+00,-1.421167850196481675e-01,0.000000000000000000e+00
3.371022634400505424e+00,-3.534858659056621111e+00,5.353045349603370973e+00,2.941919607255978897e-01,1.265436000634516667e+00,1.371764666220313789e+00,-1.167877529382321949e-01,0.000000000000000000e+00
3.468666556222929298e+00,-3.543466747482396872e+00,5.273432212936457475e+00,3.284088208455087643e-01,1.275178250274837444e+00,1.359059146814431740e+00,-8.793063095095064730e-02,0.000000000000000000e+00
3.566549721988696575e+00,-3.548919556989569291e+00,5.240323895030366330e+00,3.470246798891343243e-01,1.282124749735431779e+00,1.347642315299766080e+00,-5.564980826581552437e-02,0.000000000000000000e+00
3.664781389770282782e+00,-3.550931616697672322e+00,5.244585586043457148e+00,3.323199622739406722e-01,1.287230223488714964e+00,1.338229037190225679e+00,-2.047993728556864179e-02,0.000000000000000000e+00
3.763383170391129351e+00,-3.549654236976569344e+00,5.322188292473740923e+00,2.908122070979833884e-01,1.290071453517447342e+00,1.331048780022792810e+00,1.295421096073422033e-02,0.000000000000000000e+00
3.862318964735303339e+00,-3.545526319874725107e+00,5.426721606757714866e+00,2.424457573514255393e-01,1.290510001652419581e+00,1.326048936017904412e+00,4.169900591879593249e-02,0.000000000000000000e+00
3.961551658212172367e+00,-3.538991827956639469e+00,5.529731392422977621e+00,1.951200994016641099e-01,1.288412842150153281e+00,1.323172784473610086e+00,6.575525795552321362e-02,0.000000000000000000e+00
4.061044136231103607e+00,-3.530494723786812283e+00,5.631284154711027057e+00,1.490545592084799864e-01,1.283673128719769574e+00,1.322364228114278450e+00,8.519774757840654911e-02,0.000000000000000000e+00
4.160759284201460240e+00,-3.520478969929745627e+00,5.731414729749941372e+00,1.041616184794584010e-01,1.276617097686576940e+00,1.323470241362841415e+00,1.001078949100155796e-01,0.000000000000000000e+00
4.260659987532611659e+00,-3.509388528949938024e+00,5.830134980043930604e+00,6.023001232246860681e-02,1.267930057288191970e+00,1.326014835571439399e+00,1.105619291278373412e-01,0.000000000000000000e+00
4.360709131633925928e+00,-3.497667363411890218e+00,5.927441707337280263e+00,1.697016971800188734e-02,1.258308416710936628e+00,1.329455133533007816e+00,1.166224690960187549e-01,0.000000000000000000e+00
4.460869601914765781e+00,-3.485759435880104729e+00,6.023323522330624513e+00,-2.594794750709765799e-02,1.248448741140585350e+00,1.333248231228292280e+00,1.183330554482283498e-01,0.000000000000000000e+00
4.561104283784502833e+00,-3.474108708919078303e+00,6.117766873006254436e+00,-6.886209054776649963e-02,1.239047661335296091e+00,1.336851116679319107e+00,1.157152308043937483e-01,0.000000000000000000e+00
4.661376062652499819e+00,-3.463159145093314351e+00,6.210762149945925792e+00,-1.114135504574731983e-01,1.230801799615697245e+00,1.339720628401147806e+00,1.087678947608978763e-01,0.000000000000000000e+00
4.761647823928123024e+00,-3.453354706967311838e+00,6.302319611700808899e+00,-1.437080614808482482e-01,1.224407712637884726e+00,1.341337928333789176e+00,9.746882245219651297e-02,0.000000000000000000e+00
4.861883874968798480e+00,-3.445111688357290980e+00,6.392394790181722186e+00,-1.497587628081743505e-01,1.220534273365649902e+00,1.341298012266374240e+00,8.205143438609466267e-02,0.000000000000000000e+00
4.962068396709701901e+00,-3.438459676252760833e+00,6.481047057419845991e+00,-1.320210779960339087e-01,1.219464795733438356e+00,1.339599340751824741e+00,6.630028591106953972e-02,0.000000000000000000e+00
5.062200181576162805e+00,-3.433143942304660357e+00,6.568389340625407691e+00,-1.066514769236353022e-01,1.221199186483789667e+00,1.336523077420668892e+00,5.303759099445129466e-02,0.000000000000000000e+00
5.162278360213061745e+00,-3.428903176972852851e+00,6.654486561084714147e+00,-8.089628814755889241e-02,1.225557486602181889e+00,1.332356991772526200e+00,4.234919020949175911e-02,0.000000000000000000e+00
5.262302063265285490e+00,-3.425476070717201615e+00,6.739402376619787027e+00,-5.498301941040940194e-02,1.230929492683117354e+00,1.327388899429070790e+00,3.424954297958817534e-02,0.000000000000000000e+00
5.362270421377720808e+00,-3.422601313997569505e+00,6.823191575558659849e+00,-2.895271815988972874e-02,1.238809318281760996e+00,1.321900885216280130e+00,2.874874354363172665e-02,0.000000000000000000e+00
5.462182565195251804e+00,-3.420017597273820709e+00,6.905902178919578027e+00,-2.830017849677011251e-03,1.248900892994907474e+00,1.316153397148380977e+00,2.585412459898803195e-02,0.000000000000000000e+00
5.562037625362766136e+00,-3.417463611005818525e+00,6.987577575556411347e+00,2.336912459714278814e-02,1.260673971983577335e+00,1.310401805603826020e+00,2.557135873088936528e-02,0.000000000000000000e+00
5.661834732525144354e+00,-3.414678045653425809e+00,7.068258498953676749e+00,4.962948946696464636e-02,1.273590832926093874e+00,1.304901481258958995e+00,2.790504015833221441e-02,0.000000000000000000e+00
5.761573017327275892e+00,-3.411399591676506304e+00,7.147984862800250916e+00,7.592852448800095633e-02,1.286732871595727801e+00,1.299907788452529633e+00,3.285873610799572991e-02,0.000000000000000000e+00
5.861251610414043967e+00,-3.407366939534922423e+00,7.226797871667010043e+00,1.019028852361145709e-01,1.299432414843712413e+00,1.295676080531481311e+00,4.043450103474898610e-02,0.000000000000000000e+00
5.960869642430336235e+00,-3.402318779688539241e+00,7.304747054069721912e+00,1.224344419358682212e-01,1.311943098324174661e+00,1.285694817477498919e+00,5.063185060403434246e-02,0.000000000000000000e+00
6.060426334625684142e+00,-3.396006760445289263e+00,7.381856687196424183e+00,1.295013421433469925e-01,1.323743456584419498e+00,1.279021277078514984e+00,6.331650770108804283e-02,0.000000000000000000e+00
