3.008726689303064639e+00,3.550456088146590972e+00
2.935450607304057158e+00,3.618477436841274208e+00
2.860194186739868361e+00,3.684412283198638338e+00
2.783027440863742985e+00,3.748213969034541293e+00
2.703945726538968142e+00,3.809653216748488891e+00
2.622941533748373910e+00,3.868493735970765623e+00
2.540007352474802360e+00,3.924499236331648877e+00
2.455139594084011723e+00,3.977441908912633828e+00
2.368414821075966348e+00,4.027267301477441386e+00
2.279984536517215332e+00,4.074083048678736496e+00
2.190003121267409814e+00,4.118003009468711895e+00
2.098624956186215584e+00,4.159141042799554100e+00
2.006004422133286003e+00,4.197611007623457624e+00
1.912283578605798784e+00,4.233462316782553359e+00
1.817544666596493608e+00,4.266431506200922819e+00
1.721851799601098465e+00,4.296160297071861756e+00
1.625269087095476239e+00,4.322290389562954083e+00
1.527860638555478934e+00,4.344463483841788154e+00
1.429692383704446623e+00,4.362372185298602822e+00
1.330848063457316099e+00,4.376207208885009692e+00
1.231421496612328692e+00,4.386441108643053255e+00
1.131506616502840901e+00,4.393549641714789011e+00
1.031197356462193904e+00,4.398008565242270684e+00
9.305878752911099783e-01,4.400292157755421485e+00
8.298248495126897550e-01,4.400530287230859372e+00
7.291745363192747575e-01,4.398068613141942862e+00
6.289197526392291682e-01,4.392144196424561109e+00
5.293433154009099528e-01,4.381994098014598826e+00
4.307280415326759093e-01,4.366855378847944280e+00
3.333564844057710919e-01,4.345966371770639824e+00
2.374288214966669974e-01,4.318962950546120005e+00
1.429463146067918300e-01,4.286440943547880522e+00
4.988079927001803221e-02,4.249138188476659472e+00
-4.179588897978015610e-02,4.207792523033194954e+00
-1.321119146087284812e-01,4.163141784918224175e+00
-2.210954420829542855e-01,4.115923811832485235e+00
-3.087730613804517410e-01,4.066833699757914644e+00
-3.951534063210353498e-01,4.016079099233078153e+00
-4.802336888979379936e-01,3.963557599074850835e+00
-5.640109379226027064e-01,3.909161815369993853e+00
-6.464821822064744650e-01,3.852784364205266598e+00
-7.276444505609936941e-01,3.794317861667431568e+00
-8.074947717976049821e-01,3.733654923843249485e+00
-8.860220178169174732e-01,3.670688368353618003e+00
-9.629878834479963512e-01,3.605316625720734081e+00
-1.037902452896437344e+00,3.537444343051875162e+00
-1.110262750755488526e+00,3.466976490120315280e+00
-1.179565801618402521e+00,3.393818036699326690e+00
-1.245308630078429957e+00,3.317873952562179873e+00
-1.306988260728822571e+00,3.239049207482147086e+00
-1.364101718162831878e+00,3.157248771232497475e+00
-1.416152693569072696e+00,3.072380739622645685e+00
-1.463081361035138972e+00,2.984557879848426243e+00
-1.505526301536141975e+00,2.894220449383740679e+00
-1.544188803487379857e+00,2.801838109875605554e+00
-1.579770155304152768e+00,2.707880522971033432e+00
-1.612971645401757526e+00,2.612817350317044429e+00
-1.644494562195493392e+00,2.517118253560651109e+00
-1.674919388983109991e+00,2.421196800884030331e+00
-1.703992801232680376e+00,2.325079398309969569e+00
-1.731109665207990478e+00,2.228629096221761863e+00
-1.755663606560982304e+00,2.131708368949161159e+00
-1.777048250943598973e+00,2.034179690821914299e+00
-1.794657224007782714e+00,1.935905536169768570e+00
-1.807909669879389503e+00,1.836767362266704451e+00
-1.816556014936354213e+00,1.736893064027817735e+00
-1.820578098659171307e+00,1.636582682321580995e+00
-1.819962495743734365e+00,1.536139780497081553e+00
-1.814695780885936305e+00,1.435867921903407396e+00
-1.804764528781669819e+00,1.336070669889648288e+00
-1.790184213532332258e+00,1.237034436126343895e+00
-1.771345482933945670e+00,1.138822968236216537e+00
-1.748901057707136886e+00,1.041344474636931361e+00
-1.723509021154574716e+00,9.445039810757255294e-01
-1.695827456578927972e+00,8.482065132998362067e-01
-1.666514447282863909e+00,7.523570970564987803e-01
-1.636219461960672472e+00,6.568614298220414316e-01
-1.605341024378375225e+00,5.616447766491948768e-01
-1.573993312679265566e+00,4.666545746056335320e-01
-1.542275177544833564e+00,3.718394559267600430e-01
-1.510285469656567514e+00,2.771480528479758343e-01
-1.478123039695957930e+00,1.825289976046873541e-01
-1.445886734283907682e+00,8.793093025726829437e-02
-1.413672612673424700e+00,-6.692137722841414241e-03
-1.381569090509290998e+00,-1.013714652112231440e-01
-1.349663284874833558e+00,-1.961358086841999970e-01
-1.318042312853381581e+00,-2.910139246180901140e-01
-1.286793291528262495e+00,-3.860345694892166057e-01
-1.256003337982804169e+00,-4.812264997739009731e-01
-1.225713445507545130e+00,-5.766016297760553355e-01
-1.195627010866839868e+00,-6.720485999195671134e-01
-1.165297395823488014e+00,-7.674012651215160741e-01
-1.134277281362688017e+00,-8.624932317120208580e-01
-1.102119348469637883e+00,-9.571581060211987735e-01
-1.068376278129535617e+00,-1.051229494379168461e+00
-1.032621122442302086e+00,-1.144548601269079535e+00
-9.949464794285507452e-01,-1.237150414846150293e+00
-9.559945189930872944e-01,-1.329274906220018204e+00
-9.164337932912622886e-01,-1.421171886726534384e+00
-8.769328544784257273e-01,-1.513091167701551276e+00
-8.381602547099296086e-01,-1.605282560480916665e+00
-8.007845461411241539e-01,-1.697995876400483439e+00
-7.653279786114914884e-01,-1.791426388664170366e+00
-7.316885273901158060e-01,-1.885536655301974118e+00
-6.995976895383926308e-01,-1.980227175104429582e+00
-6.687869605581071575e-01,-2.075398446280678488e+00
-6.389878359510420269e-01,-2.170950967039866786e+00
-6.099318112189815455e-01,-2.266785235591139980e+00
-5.813335081399342297e-01,-2.362795215429871476e+00
-5.527020247112707230e-01,-2.458795276530883367e+00
-5.234092753299595113e-01,-2.554546661558462883e+00
-4.928246727639915004e-01,-2.649809644367068895e+00
-4.603176297813574291e-01,-2.744344498811166044e+00
-4.252575591500474261e-01,-2.837911498745216310e+00
-3.870183410332283525e-01,-2.930271598296161795e+00
-3.452497407067876556e-01,-3.021227761989176752e+00
-3.000337161765002092e-01,-3.110648766485923034e+00
-2.514899427196225501e-01,-3.198409131844578646e+00
-1.997380956134110486e-01,-3.284383378123322927e+00
-1.448978501351235737e-01,-3.368446025380332998e+00
-8.708888156201607944e-02,-3.450471593673788195e+00
-2.643134606548261031e-02,-3.530336253155376802e+00
3.693389853653140931e-02,-3.607987207599595347e+00
1.028378799622893386e-01,-3.683468130026084530e+00
1.711096187979746219e-01,-3.756829580532890400e+00
2.415781356297731219e-01,-3.828122119218061226e+00
3.140724510438683836e-01,-3.897396306179643943e+00
3.884215856264455757e-01,-3.964702701515686822e+00
4.644545599636900612e-01,-4.030091865324236799e+00
5.420003946417852880e-01,-4.093614357703341256e+00
6.209094085369543103e-01,-4.155308775761723084e+00
7.011478763570351269e-01,-4.215148585634048928e+00
7.827213432951619643e-01,-4.273085195703143491e+00
8.656353859081328261e-01,-4.329069996735240622e+00
9.498955807527433848e-01,-4.383054379496576836e+00
1.035507504385792199e+00,-4.434989734753389534e+00
1.122476733364074830e+00,-4.484827453271912567e+00
1.210806977137463880e+00,-4.532501528786081479e+00
1.300481748849944941e+00,-4.577757773099194516e+00
1.391472214180045741e+00,-4.620226948762438113e+00
1.483749361610826600e+00,-4.659538167283181487e+00
1.577284179625343175e+00,-4.695320540168796519e+00
1.672047656706656005e+00,-4.727203178926655092e+00
1.768010588997938948e+00,-4.754816325068627947e+00
1.865095182445628108e+00,-4.778075689456702690e+00
1.963111117118418569e+00,-4.797558076987124664e+00
2.061852188769569771e+00,-4.813933613544900680e+00
2.161112193152343153e+00,-4.827872425015036661e+00
2.260684926019998819e+00,-4.840044637282539419e+00
2.360364228502424222e+00,-4.851120219597419236e+00
2.459998059397537684e+00,-4.861582333127541844e+00
2.559593317137998092e+00,-4.871365497360073959e+00
2.659185930069743353e+00,-4.880304023797965129e+00
2.758811826538706935e+00,-4.888232223944168453e+00
2.858506934890824525e+00,-4.894984409301635253e+00
2.958307175748097428e+00,-4.900394902019540311e+00
3.058231449573202809e+00,-4.904321483849506613e+00
3.158245524854135233e+00,-4.906695170581677701e+00
3.258304831101955568e+00,-4.907461228653549945e+00
3.358364797827725567e+00,-4.906564924502625935e+00
3.458380854542507876e+00,-4.903951524566405595e+00
3.558308437647358158e+00,-4.899566337348369771e+00
3.658118166068912824e+00,-4.893447366309719548e+00
3.757828054151750585e+00,-4.885921981541764048e+00
3.857465338938002475e+00,-4.877373861129832733e+00
3.957057257469798195e+00,-4.868186683159256845e+00
4.056631046789267891e+00,-4.858744125715371176e+00
4.156213942540960993e+00,-4.849429847196305765e+00
4.255826285991910929e+00,-4.840530387467559592e+00
4.355465531397960888e+00,-4.832009885577732256e+00
4.455124389973187604e+00,-4.823765667109620736e+00
4.554795572931668701e+00,-4.815695057646023791e+00
4.654471791487484467e+00,-4.807695382769741954e+00
4.754145756965134417e+00,-4.799663969619102133e+00
4.853811914281857653e+00,-4.791522565808664424e+00
4.953470830682234372e+00,-4.783279161901941023e+00
5.053124424267823045e+00,-4.774960777482407437e+00
5.152774613140183035e+00,-4.766594432133536507e+00
5.252423315400871928e+00,-4.758207145438802854e+00
5.352072449147996736e+00,-4.749825936933070203e+00
5.451723524437141144e+00,-4.741472078207856100e+00
5.551376517827843138e+00,-4.733145239066117504e+00
5.651031045699791200e+00,-4.724840015591156295e+00
5.750686724432675589e+00,-4.716551003866280567e+00
5.850343170406183901e+00,-4.708272799974793976e+00
5.950000000000002842e+00,-4.700000000000002842e+00
6.118824887186010919e+00,-4.678273835457618546e+00
6.217989735656166417e+00,-4.665285769125123494e+00
6.317286630156178084e+00,-4.653456129900057192e+00
6.416821178191195685e+00,-4.643754200095539630e+00
6.516564298020198542e+00,-4.635959969889850818e+00
6.616401021633476986e+00,-4.629095062577715858e+00
6.716214994284679385e+00,-4.622168856712518981e+00
6.815889861227446112e+00,-4.614190730847649746e+00
6.915309267715445074e+00,-4.604170063536490609e+00
7.014367973677464896e+00,-4.591208680401926756e+00
7.113097962516246042e+00,-4.575549772681005933e+00
7.211623709799622084e+00,-4.558205841509447076e+00
7.310071420767574324e+00,-4.540203774689193672e+00
7.408567300660107158e+00,-4.522570460022183880e+00
7.507237554717200112e+00,-4.506332785310361189e+00
7.606202749810016428e+00,-4.492471838804920736e+00
7.705487181834156374e+00,-4.481186715317607927e+00
7.805034433889951551e+00,-4.472020892782845536e+00
7.904785592683923667e+00,-4.464497571334962167e+00
8.004681744922576669e+00,-4.458139951108290866e+00
8.104663977312414502e+00,-4.452471232237161125e+00
8.204673364062896823e+00,-4.447014724473580038e+00
8.304650746360804803e+00,-4.441295781523949771e+00
8.404536759104667354e+00,-4.434841566548692882e+00
8.504272030067737020e+00,-4.427179305207395110e+00
